Language submitted in:,1. How happy do you feel right now?,2. How satisfied are you with your life in general?,3. How anxious did you feel yesterday?,4. How satisfied are you with Somerville as a place to live?,5. How satisfied are you with your neighborhood?,6. How proud are you to be a Somerville resident?,7a. How would you rate the availability of information about city services?,7b. How would you rate the cost of housing?,7c. How would you rate the overall quality of public schools?,7d. How would you rate your trust in the local police?,7e. How would you rate the maintenance of streets and sidewalks?,7f. How would you rate the availability of social community events?,8. How satisfied are you with the quality and number of transportation options available to you?,9. How safe do you feel walking in your neighborhood at night?,10. How satisfied are you with the appearance of parks and squares in your neighborhood?,11. How satisfied are you with the beauty or physical setting of your neighborhood?,1. What is your gender,2. Age?,3. What language(s) do you speak at home?,4. What is your race or ethnicity?,5. Do you have children age 18 or younger who live with you?,6. Describe your housing status in Somerville.,7. Do you plan to move away from Somerville in the next two years?,8 How long have you lived here?,9. What is your annual household income?,10. Are you a student?
English,7.0,6.0,4.0,6.0,7.0,6.0,5.0,1.0,2.0,3.0,4.0,3.0,8.0,6.0,7.0,6.0,Male,35-44,English,Asian,False,Rent,False,Less than a year,"$50,000 to 74,999",False
English,8.0,10.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,5.0,5.0,5.0,8.0,9.0,9.0,8.0,Female,25-34,English,White,False,Rent,False,4-7 years,"$100,000 to $149,999",False
English,7.0,8.0,9.0,9.0,9.0,10.0,3.0,2.0,4.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank
English,10.0,10.0,10.0,10.0,10.0,10.0,4.0,3.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,Female,45-54,English,White,False,Rent,False,21 years or more,"$75,000 to $99,999",False
Haitian Creole,10.0,9.0,10.0,10.0,9.0,10.0,4.0,1.0,4.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank
Spanish,9.0,9.0,7.0,10.0,8.0,10.0,4.0,1.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank
English,3.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,3.0,4.0,4.0,3.0,9.0,4.0,8.0,4.0,Male,45-54,English,White,False,Rent,False,11-15 years,Blank,False
English,10.0,10.0,10.0,10.0,10.0,10.0,5.0,3.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,Male,45-54,English;Nepali,Asian,False,Rent,False,11-15 years,"$25,000 to $49,999",False
English,8.0,9.0,5.0,9.0,9.0,10.0,5.0,3.0,4.0,4.0,3.0,5.0,9.0,7.0,8.0,7.0,Male,35-44,English;Spanish,White,False,Own,False,8-10 years,"$150,000 or more",False
English,10.0,10.0,1.0,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,Male,75 or older,Blank,Italian,False,Own,False,21 years or more,"$25,000 to $49,999",False
English,5.0,8.0,10.0,6.0,5.0,6.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,10.0,7.0,4.0,Female,55-64,English,White,False,Own,False,21 years or more,"$25,000 to $49,999",False
English,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Male,55-64,English,White,False,Rent,True,8-10 years,"$25,000 to $49,999",False
English,7.0,7.0,8.0,2.0,2.0,7.0,3.0,3.0,4.0,4.0,3.0,4.0,8.0,6.0,6.0,3.0,Female,75 or older,English,White,False,Own,False,21 years or more,"$50,000 to 74,999",False
Blank,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,Female,65-74,Portuguese,White,False,Own,False,21 years or more,Blank,False
English,6.0,7.0,2.0,8.0,6.0,7.0,5.0,2.0,4.0,4.0,5.0,5.0,9.0,7.0,8.0,6.0,Female,35-44,English,White,False,Own,False,4-7 years,"$100,000 to $149,999",False
English,8.0,7.0,7.0,8.0,8.0,9.0,3.0,2.0,4.0,4.0,4.0,5.0,8.0,9.0,8.0,7.0,Female,45-54,English,White,True,Own,False,16-20 years,"$100,000 to $149,999",False
Blank,4.0,4.0,8.0,9.0,4.0,7.0,4.0,4.0,4.0,3.0,3.0,3.0,6.0,9.0,8.0,8.0,Male,65-74,Indian,Asian,False,Rent,True,8-10 years,"$10,000 to $24,999",False
English,10.0,8.0,8.0,10.0,10.0,10.0,5.0,4.0,4.0,5.0,4.0,5.0,9.0,0.0,8.0,10.0,Female,75 or older,English,White,False,Own,False,21 years or more,"$10,000 to $24,999",Blank
English,8.0,8.0,8.0,5.0,8.0,7.0,3.0,2.0,4.0,4.0,3.0,5.0,9.0,9.0,9.0,9.0,Female,45-54,English,White,True,Own,False,21 years or more,"$100,000 to $149,999",False
English,7.0,8.0,7.0,9.0,9.0,8.0,4.0,3.0,3.0,4.0,4.0,4.0,6.0,9.0,8.0,8.0,Male,55-64,English,White,False,Own,False,11-15 years,"$50,000 to 74,999",False
English,10.0,10.0,10.0,10.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,4.0,5.0,2.0,Female,75 or older,English,White,False,Own,False,21 years or more,"$10,000 to $24,999",False
Portugese,10.0,9.0,9.0,9.0,9.0,10.0,3.0,3.0,3.0,4.0,5.0,5.0,10.0,10.0,8.0,8.0,Female,55-64,English;Portuguese,White,False,Rent,False,16-20 years,"$50,000 to 74,999",False
English,10.0,10.0,6.0,9.0,9.0,10.0,5.0,3.0,0.0,3.0,4.0,5.0,9.0,8.0,8.0,8.0,Female,45-54,English,White,False,Rent,True,16-20 years,"$75,000 to $99,999",False
English,6.0,6.0,4.0,8.0,8.0,7.0,4.0,3.0,4.0,4.0,4.0,4.0,8.0,9.0,9.0,8.0,Male,35-44,English,White,False,Rent,False,1-3 years,"$100,000 to $149,999",False
English,8.0,8.0,9.0,9.0,8.0,9.0,5.0,2.0,5.0,5.0,4.0,5.0,9.0,8.0,9.0,9.0,Female,35-44,English,Asian,True,Own,False,11-15 years,"$100,000 to $149,999",False
English,10.0,10.0,10.0,10.0,10.0,10.0,5.0,3.0,0.0,5.0,4.0,5.0,9.0,10.0,9.0,9.0,Female,75 or older,Blank,White,False,Own,False,21 years or more,"$25,000 to $49,999",False
English,3.0,8.0,2.0,5.0,9.0,9.0,3.0,1.0,3.0,1.0,2.0,5.0,6.0,10.0,1.0,6.0,Male,25-34,Blank,Hispanic/Latino,True,Own,Blank,16-20 years,"$25,000 to $49,999",Blank
English,8.0,9.0,8.0,9.0,9.0,9.0,5.0,2.0,5.0,3.0,2.0,5.0,8.0,10.0,10.0,8.0,Male,35-44,English,White,True,Own,False,8-10 years,"$150,000 or more",False
Spanish,9.0,6.0,9.0,6.0,9.0,9.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,6.0,6.0,6.0,Female,45-54,Blank,Hispanic/Latino,True,Own,False,16-20 years,"$50,000 to 74,999",Blank
English,9.0,9.0,10.0,8.0,9.0,10.0,5.0,2.0,5.0,3.0,3.0,5.0,8.0,9.0,8.0,9.0,Male,25-34,English,White,Blank,Rent,False,4-7 years,"$50,000 to 74,999",False
English,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,Female,25-34,English,Hispanic/Latino,True,Rent,True,21 years or more,"Less than $10,000",False
English,5.0,8.0,3.0,9.0,9.0,9.0,4.0,2.0,0.0,3.0,3.0,4.0,5.0,7.0,9.0,7.0,Female,35-44,English,White,False,Own,False,4-7 years,"$100,000 to $149,999",False
English,8.0,8.0,8.0,8.0,8.0,8.0,4.0,1.0,3.0,4.0,4.0,4.0,6.0,9.0,8.0,8.0,Female,25-34,English,Asian,False,Rent,True,1-3 years,"$100,000 to $149,999",False
English,8.0,8.0,6.0,10.0,9.0,10.0,5.0,2.0,0.0,4.0,5.0,5.0,9.0,10.0,9.0,9.0,Male,25-34,English,Black/African American;White,False,Rent,False,4-7 years,"$25,000 to $49,999",True
English,5.0,5.0,5.0,10.0,10.0,10.0,2.0,2.0,0.0,4.0,2.0,3.0,7.0,7.0,7.0,5.0,Female,45-54,English,White,False,Rent,False,4-7 years,Blank,True
English,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,Male,65-74,Blank,Asian,False,Own,False,21 years or more,"Less than $10,000",False
English,8.0,8.0,9.0,7.0,9.0,9.0,5.0,2.0,2.0,5.0,3.0,5.0,5.0,8.0,9.0,7.0,Female,35-44,English,White,True,Own,False,16-20 years,"$150,000 or more",False
English,7.0,7.0,8.0,9.0,9.0,9.0,5.0,3.0,3.0,4.0,4.0,5.0,8.0,9.0,9.0,9.0,Male,35-44,English,Black/African American,False,Rent,True,8-10 years,Blank,False
English,8.0,7.0,7.0,9.0,9.0,9.0,5.0,2.0,4.0,5.0,5.0,5.0,8.0,9.0,9.0,8.0,Female,55-64,English,White,False,Rent,True,8-10 years,"$25,000 to $49,999",False
English,7.0,8.0,9.0,6.0,7.0,6.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,9.0,7.0,8.0,Male,35-44,English,White,False,Rent,True,1-3 years,"$75,000 to $99,999",False
English,8.0,8.0,8.0,9.0,9.0,9.0,4.0,3.0,0.0,0.0,5.0,5.0,10.0,10.0,10.0,9.0,Female,25-34,English,White,False,Rent,False,Less than a year,"$50,000 to 74,999",False
English,9.0,9.0,6.0,9.0,9.0,10.0,4.0,1.0,4.0,4.0,4.0,5.0,7.0,10.0,8.0,8.0,Female,35-44,English;Spanish,White,True,Own,False,11-15 years,"$50,000 to 74,999",False
English,8.0,7.0,6.0,7.0,7.0,9.0,4.0,2.0,3.0,4.0,4.0,4.0,7.0,8.0,7.0,6.0,Female,35-44,English,White,False,Own,False,1-3 years,"$50,000 to 74,999",False
Blank,9.0,9.0,10.0,10.0,10.0,10.0,5.0,3.0,0.0,4.0,3.0,5.0,10.0,10.0,9.0,8.0,Male,55-64,Blank,White,False,Own,False,4-7 years,"$150,000 or more",False
Blank,7.0,7.0,4.0,9.0,9.0,10.0,5.0,2.0,0.0,4.0,1.0,5.0,9.0,7.0,8.0,8.0,Female,65-74,English,White,False,Own,False,21 years or more,"$75,000 to $99,999",False
English,9.0,8.0,10.0,9.0,9.0,9.0,3.0,1.0,4.0,4.0,1.0,5.0,9.0,9.0,9.0,9.0,Male,35-44,English,White,True,Own,False,11-15 years,"$150,000 or more",False
English,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,0.0,4.0,2.0,5.0,10.0,10.0,10.0,10.0,Female,55-64,English,White,False,Own,False,21 years or more,"$100,000 to $149,999",Blank
English,8.0,8.0,8.0,8.0,8.0,8.0,4.0,3.0,3.0,3.0,3.0,4.0,7.0,8.0,8.0,7.0,Female,35-44,English,White,False,Own,False,11-15 years,"$100,000 to $149,999",Blank
English,8.0,7.0,10.0,8.0,8.0,8.0,5.0,3.0,2.0,5.0,4.0,4.0,7.0,10.0,8.0,8.0,Female,25-34,English,White,True,Rent,Blank,1-3 years,"$100,000 to $149,999",False
English,8.0,9.0,6.0,9.0,9.0,8.0,3.0,2.0,2.0,4.0,4.0,4.0,9.0,9.0,9.0,8.0,Female,35-44,English,White,False,Own,False,4-7 years,"$150,000 or more",False
Blank,8.0,8.0,9.0,9.0,9.0,9.0,3.0,2.0,5.0,3.0,3.0,5.0,9.0,9.0,9.0,9.0,Female,25-34,English,White,False,Rent,False,1-3 years,"$25,000 to $49,999",False
English,3.0,7.0,4.0,8.0,8.0,3.0,4.0,1.0,0.0,2.0,4.0,5.0,3.0,9.0,9.0,8.0,Female,35-44,English,White,False,Rent,False,11-15 years,"$150,000 or more",False
English,9.0,9.0,10.0,9.0,9.0,9.0,4.0,3.0,1.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,Female,35-44,French,White,True,Rent,False,1-3 years,"$150,000 or more",False
Blank,6.0,7.0,7.0,5.0,7.0,8.0,4.0,1.0,3.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,Female,25-34,English,White,False,Rent,False,4-7 years,"$150,000 or more",False
English,10.0,10.0,10.0,9.0,10.0,10.0,5.0,3.0,0.0,5.0,3.0,4.0,9.0,8.0,9.0,7.0,Male,65-74,English;Vietnamese and Chinese,Asian,False,Own,True,21 years or more,"$25,000 to $49,999",False
English,3.0,6.0,6.0,4.0,3.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,5.0,9.0,8.0,5.0,Female,65-74,English,White,False,Own,True,21 years or more,"$150,000 or more",False
English,7.0,7.0,5.0,10.0,8.0,8.0,4.0,4.0,4.0,5.0,4.0,4.0,9.0,3.0,8.0,8.0,Female,75 or older,English,White,False,Own,False,21 years or more,Blank,False
English,8.0,10.0,7.0,9.0,9.0,10.0,5.0,2.0,4.0,4.0,1.0,4.0,10.0,9.0,9.0,8.0,Female,35-44,English,White,True,Rent,Blank,4-7 years,"$150,000 or more",True
English,10.0,7.0,7.0,10.0,10.0,10.0,5.0,1.0,0.0,3.0,4.0,5.0,10.0,8.0,9.0,8.0,Female,45-54,English;Arabic,Blank,False,Own,False,8-10 years,"$150,000 or more",False
English,6.0,8.0,7.0,8.0,10.0,8.0,3.0,1.0,3.0,5.0,4.0,4.0,9.0,8.0,8.0,7.0,Female,65-74,English,White,False,Rent,False,21 years or more,"$25,000 to $49,999",False
English,8.0,7.0,4.0,10.0,7.0,6.0,1.0,1.0,3.0,5.0,5.0,5.0,10.0,10.0,7.0,7.0,Male,25-34,English;Danish,White,False,Rent,True,Less than a year,"$100,000 to $149,999",False
English,7.0,7.0,4.0,10.0,10.0,8.0,4.0,2.0,0.0,3.0,3.0,4.0,10.0,8.0,8.0,9.0,Female,25-34,Blank,Hispanic/Latino;White,False,Rent,False,Less than a year,"$25,000 to $49,999",True
English,7.0,5.0,5.0,7.0,9.0,8.0,3.0,1.0,0.0,5.0,4.0,4.0,8.0,9.0,10.0,9.0,Male,25-34,English,White,False,Rent,False,1-3 years,"$75,000 to $99,999",False
English,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,9.0,0.0,6.0,1.0,Female,65-74,English,White,False,Own,Blank,21 years or more,"$10,000 to $24,999",False
English,10.0,10.0,5.0,10.0,9.0,7.0,0.0,2.0,0.0,4.0,2.0,5.0,9.0,9.0,9.0,9.0,Female,35-44,Finnish,White,False,Rent,True,1-3 years,"$150,000 or more",False
Blank,7.0,7.0,7.0,8.0,9.0,8.0,5.0,3.0,0.0,4.0,4.0,5.0,9.0,8.0,8.0,8.0,Female,45-54,English,White,False,Own,False,21 years or more,"$150,000 or more",False
English,0.0,0.0,0.0,5.0,5.0,10.0,4.0,3.0,3.0,5.0,5.0,3.0,10.0,10.0,8.0,3.0,Female,55-64,English,White,False,Own,False,21 years or more,Blank,False
English,10.0,10.0,10.0,7.0,5.0,2.0,4.0,1.0,0.0,4.0,3.0,0.0,9.0,6.0,4.0,1.0,Female,65-74,English,White,False,Own,False,21 years or more,Blank,False
Blank,9.0,10.0,7.0,9.0,9.0,10.0,5.0,2.0,3.0,3.0,3.0,4.0,9.0,9.0,8.0,7.0,Female,25-34,English,White,False,Own,False,4-7 years,"$150,000 or more",False
English,5.0,0.0,7.0,8.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,10.0,10.0,8.0,8.0,Female,55-64,English,Black/African American,False,Rent,False,21 years or more,"$50,000 to 74,999",False
English,7.0,5.0,8.0,9.0,9.0,9.0,4.0,1.0,3.0,2.0,4.0,5.0,8.0,10.0,9.0,8.0,Male,25-34,English,White,False,Own,False,8-10 years,"$100,000 to $149,999",False
English,7.0,8.0,7.0,9.0,9.0,10.0,4.0,2.0,2.0,3.0,3.0,3.0,10.0,9.0,9.0,7.0,Female,25-34,English,White,True,Own,False,4-7 years,"$150,000 or more",False
English,7.0,8.0,7.0,9.0,7.0,10.0,5.0,2.0,4.0,2.0,3.0,5.0,8.0,10.0,9.0,8.0,Female,25-34,English,White,False,Rent,False,1-3 years,"$75,000 to $99,999",False
English,5.0,4.0,2.0,7.0,7.0,8.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,2.0,5.0,8.0,Female,55-64,English,White,True,Blank,False,21 years or more,"Less than $10,000",False
Blank,9.0,9.0,9.0,9.0,9.0,9.0,4.0,2.0,5.0,4.0,5.0,5.0,8.0,7.0,7.0,8.0,Female,75 or older,Blank,White,False,Own,False,21 years or more,"$10,000 to $24,999",False
English,6.0,6.0,10.0,8.0,8.0,8.0,3.0,2.0,3.0,4.0,2.0,4.0,8.0,7.0,7.0,7.0,Male,55-64,English,White,False,Rent,False,21 years or more,"$25,000 to $49,999",False
English,7.0,9.0,7.0,10.0,10.0,10.0,3.0,1.0,3.0,5.0,5.0,4.0,7.0,10.0,10.0,7.0,Male,25-34,English,White,False,Rent,False,4-7 years,"$150,000 or more",False
English,8.0,10.0,9.0,10.0,9.0,10.0,5.0,4.0,5.0,5.0,5.0,4.0,10.0,8.0,10.0,10.0,Male,75 or older,English,White,False,Own,False,21 years or more,Blank,False
English,1.0,9.0,9.0,2.0,1.0,3.0,5.0,1.0,1.0,5.0,1.0,5.0,9.0,2.0,9.0,9.0,Female,55-64,Blank,White,False,Own,True,Blank,Blank,False
English,10.0,10.0,10.0,10.0,10.0,10.0,5.0,1.0,5.0,5.0,4.0,5.0,10.0,1.0,10.0,10.0,Male,65-74,Blank,White,False,Own,False,21 years or more,"$50,000 to 74,999",Blank
English,9.0,8.0,8.0,9.0,8.0,9.0,5.0,4.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,Female,18-24,English,White,False,Rent,False,Less than a year,"$50,000 to 74,999",False
English,8.0,9.0,4.0,10.0,10.0,10.0,5.0,5.0,0.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,Female,65-74,English,White,False,Own,False,16-20 years,"$25,000 to $49,999",False
English,7.0,9.0,6.0,10.0,10.0,9.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,8.0,8.0,6.0,Female,65-74,English;Portuguese,White,False,Own,False,21 years or more,"$25,000 to $49,999",Blank
English,4.0,3.0,3.0,9.0,9.0,9.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,9.0,9.0,9.0,Female,25-34,English,White,False,Rent,False,4-7 years,"$25,000 to $49,999",False
English,9.0,9.0,8.0,8.0,9.0,6.0,3.0,2.0,4.0,4.0,3.0,4.0,6.0,9.0,6.0,9.0,Female,55-64,English;German + ....,White,False,Own,False,21 years or more,"$50,000 to 74,999",False
English,7.0,8.0,6.0,10.0,10.0,10.0,4.0,3.0,3.0,4.0,4.0,5.0,7.0,9.0,9.0,9.0,Female,25-34,English,White,False,Rent,False,4-7 years,"$75,000 to $99,999",False
English,9.0,8.0,6.0,8.0,7.0,6.0,3.0,1.0,0.0,3.0,2.0,4.0,8.0,7.0,8.0,6.0,Female,25-34,English,White,False,Rent,False,Less than a year,"$150,000 or more",False
English,10.0,10.0,9.0,9.0,9.0,7.0,3.0,1.0,3.0,3.0,3.0,5.0,10.0,6.0,8.0,8.0,Female,18-24,English,Hispanic/Latino,False,Rent,True,1-3 years,Blank,True
English,6.0,6.0,6.0,10.0,10.0,10.0,5.0,3.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,Male,65-74,English,White,False,Own,False,21 years or more,"$50,000 to 74,999",False
English,9.0,9.0,6.0,6.0,6.0,6.0,4.0,5.0,3.0,5.0,3.0,3.0,9.0,8.0,9.0,8.0,Male,45-54,English,White,False,Own,False,8-10 years,"$150,000 or more",False
English,6.0,7.0,4.0,9.0,8.0,10.0,5.0,1.0,4.0,4.0,5.0,5.0,10.0,10.0,10.0,7.0,Female,45-54,English,White,False,Own,False,8-10 years,"$75,000 to $99,999",False
English,5.0,7.0,7.0,8.0,7.0,7.0,4.0,2.0,0.0,3.0,2.0,5.0,6.0,9.0,8.0,7.0,Male,25-34,English,White,False,Rent,True,1-3 years,"$25,000 to $49,999",False
English,8.0,8.0,2.0,10.0,10.0,10.0,3.0,2.0,0.0,0.0,4.0,5.0,10.0,8.0,10.0,9.0,Female,35-44,English,White,False,Rent,False,Less than a year,"$150,000 or more",False
English,8.0,10.0,8.0,8.0,9.0,9.0,4.0,2.0,3.0,5.0,4.0,5.0,7.0,10.0,9.0,7.0,Male,75 or older,English,White,True,Own,False,21 years or more,"$150,000 or more",False
English,9.0,9.0,9.0,9.0,9.0,10.0,4.0,3.0,3.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,Female,35-44,English;Spanish,Hispanic/Latino;White,True,Rent,False,11-15 years,"$150,000 or more",False
English,8.0,8.0,9.0,5.0,8.0,8.0,3.0,1.0,0.0,2.0,4.0,4.0,9.0,9.0,8.0,4.0,Female,55-64,English,White,False,Rent,False,21 years or more,"$25,000 to $49,999",False
Spanish,9.0,9.0,6.0,8.0,9.0,8.0,5.0,2.0,3.0,4.0,4.0,4.0,10.0,10.0,10.0,6.0,Male,75 or older,English,White;Jewish,False,Own,False,21 years or more,"$25,000 to $49,999",False
English,7.0,7.0,1.0,10.0,10.0,10.0,5.0,1.0,3.0,4.0,5.0,5.0,7.0,6.0,10.0,8.0,Female,25-34,English,Blank,False,Rent,False,1-3 years,"$100,000 to $149,999",True
English,9.0,10.0,7.0,8.0,10.0,9.0,4.0,2.0,3.0,4.0,4.0,5.0,9.0,9.0,9.0,9.0,Female,35-44,English,White,False,Own,Blank,11-15 years,"$150,000 or more",False
English,7.0,7.0,4.0,7.0,9.0,9.0,5.0,3.0,2.0,4.0,2.0,4.0,9.0,6.0,7.0,7.0,Female,35-44,English,White,True,Own,Blank,11-15 years,Blank,False
English,6.0,7.0,3.0,7.0,6.0,7.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,7.0,7.0,6.0,Female,25-34,English,White,False,Own,False,4-7 years,"$150,000 or more",False
English,8.0,8.0,5.0,9.0,9.0,9.0,4.0,4.0,3.0,3.0,1.0,4.0,6.0,7.0,9.0,8.0,Female,25-34,English,White,False,Own,False,Less than a year,"$75,000 to $99,999",Blank
English,9.0,6.0,3.0,9.0,6.0,8.0,3.0,2.0,0.0,4.0,5.0,4.0,8.0,7.0,10.0,6.0,Female,25-34,English,White,False,Rent,False,Less than a year,"$25,000 to $49,999",False
English,7.0,8.0,5.0,9.0,8.0,9.0,4.0,1.0,4.0,3.0,3.0,4.0,7.0,9.0,8.0,5.0,Male,25-34,English,White,False,Rent,False,4-7 years,"$100,000 to $149,999",False
Spanish,10.0,10.0,10.0,10.0,9.0,10.0,4.0,3.0,4.0,4.0,5.0,5.0,10.0,9.0,9.0,9.0,Female,55-64,Blank,Hispanic/Latino,False,Rent,False,11-15 years,"$10,000 to $24,999",False
English,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Female,55-64,English,White,False,Own,True,21 years or more,Blank,False
Blank,8.0,9.0,8.0,8.0,5.0,8.0,4.0,2.0,0.0,0.0,2.0,4.0,7.0,7.0,8.0,4.0,Both selected,25-34,English,Asian;White,False,Own,False,1-3 years,"$100,000 to $149,999",False
English,8.0,9.0,9.0,9.0,10.0,9.0,4.0,4.0,0.0,4.0,3.0,3.0,9.0,8.0,9.0,8.0,Female,75 or older,Blank,White,False,Rent,False,21 years or more,"$10,000 to $24,999",False
English,10.0,10.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,3.0,3.0,4.0,10.0,4.0,6.0,7.0,Female,65-74,English,White,False,Own,False,21 years or more,Blank,False
English,8.0,7.0,6.0,7.0,8.0,6.0,3.0,2.0,0.0,3.0,3.0,2.0,6.0,7.0,7.0,8.0,Female,18-24,English,White,False,Rent,True,Less than a year,"$50,000 to 74,999",False
English,7.0,8.0,3.0,10.0,10.0,9.0,5.0,3.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,Female,25-34,English,White,False,Rent,False,1-3 years,"$50,000 to 74,999",False
English,8.0,9.0,6.0,9.0,9.0,8.0,5.0,3.0,4.0,4.0,4.0,5.0,9.0,8.0,8.0,8.0,Female,25-34,English,White,False,Rent,False,4-7 years,"$50,000 to 74,999",True
English,7.0,8.0,4.0,7.0,8.0,8.0,4.0,1.0,3.0,2.0,2.0,4.0,8.0,8.0,8.0,7.0,Female,25-34,English,White,False,Rent,False,4-7 years,"$75,000 to $99,999",True
English,7.0,8.0,6.0,7.0,8.0,8.0,5.0,1.0,5.0,4.0,4.0,5.0,6.0,8.0,9.0,8.0,Male,35-44,"English;Italian, Swedish",White,True,Rent,False,Blank,"$100,000 to $149,999",False
English,8.0,9.0,9.0,3.0,5.0,10.0,4.0,2.0,2.0,5.0,5.0,5.0,9.0,9.0,8.0,9.0,Female,55-64,English,White,False,Own,False,21 years or more,"$150,000 or more",Blank
English,8.0,8.0,8.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,5.0,10.0,9.0,10.0,9.0,Female,65-74,English,White,False,Own,False,11-15 years,"$25,000 to $49,999",False
English,6.0,6.0,7.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,4.0,3.0,Female,35-44,English,Asian,False,Rent,True,Blank,"$150,000 or more",False
English,7.0,8.0,7.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,5.0,6.0,5.0,1.0,2.0,Blank,45-54,English,Blank,Blank,Own,Blank,8-10 years,Blank,False
English,7.0,7.0,7.0,6.0,1.0,6.0,4.0,1.0,4.0,4.0,3.0,5.0,9.0,7.0,1.0,3.0,Female,35-44,English,White,True,Blank,False,Blank,"$75,000 to $99,999",False
Blank,8.0,10.0,9.0,9.0,8.0,7.0,4.0,3.0,0.0,4.0,1.0,4.0,7.0,6.0,8.0,7.0,Female,18-24,English,White,False,Rent,True,1-3 years,"$25,000 to $49,999",False
English,10.0,10.0,1.0,10.0,10.0,10.0,5.0,5.0,3.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,Female,45-54,Blank,Blank,True,Own,False,11-15 years,"$25,000 to $49,999",False
English,6.0,7.0,4.0,8.0,8.0,6.0,3.0,2.0,0.0,3.0,4.0,4.0,7.0,8.0,7.0,7.0,Male,25-34,English;French,White,False,Rent,True,Less than a year,"$75,000 to $99,999",False
English,7.0,7.0,4.0,9.0,9.0,9.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,3.0,8.0,8.0,Female,55-64,English,White,False,Rent,False,21 years or more,"Less than $10,000",False
English,6.0,7.0,6.0,8.0,8.0,9.0,5.0,3.0,5.0,4.0,3.0,5.0,8.0,10.0,9.0,8.0,Female,35-44,English,White,True,Own,False,4-7 years,"$150,000 or more",False
English,8.0,8.0,7.0,8.0,6.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,7.0,8.0,7.0,Male,55-64,English,White,False,Own,False,16-20 years,"$25,000 to $49,999",False
English,9.0,9.0,9.0,9.0,9.0,9.0,4.0,1.0,3.0,5.0,5.0,5.0,9.0,5.0,9.0,5.0,Female,25-34,Bengali,Asian,True,Own,False,8-10 years,"$25,000 to $49,999",False
English,8.0,7.0,5.0,8.0,8.0,8.0,3.0,2.0,3.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,Female,25-34,English,White,False,Rent,False,4-7 years,"$50,000 to 74,999",False
English,9.0,8.0,9.0,8.0,8.0,7.0,5.0,1.0,3.0,3.0,1.0,2.0,3.0,8.0,8.0,8.0,Female,65-74,English;Haitian Creole,Black/African American,True,Own,False,21 years or more,Blank,False
